,구,지점명,주소,위도,경도
169,강남구,학동사거리점,서울특별시 강남구 도산대로 335 1층,37.523334,127.038512
170,강남구,학동점,서울특별시 강남구 논현동 논현로124길 27,37.5128117,127.0337695
171,강남구,한신점,서울특별시 강남구 테헤란로 322  (역삼동),37.503206,127.0465684
172,강남구,KT강남점,서울특별시 강남구 역삼동 675-3 102호202호,37.5046955,127.0412371
173,강남구,L7강남점,"서울특별시 강남구 테헤란로 415 B101, 102호(삼성동)",37.5056545,127.0515387
174,강동구,가톨릭병원점,서울특별시 강동구 천호동 357번지 12호,37.5424463,127.1250917
175,강동구,강동경희대병원점,서울특별시 강동구 동남로 892 (상일동),37.5528301,127.1571983
176,강동구,강동고덕점,서울특별시 강동구 동남로75길 13-25 1층 101호,37.5530312,127.1554565
177,강동구,강동구민회관점,서울특별시 강동구 상암로 171(천호동),37.5461373,127.141341
178,강동구,강동길동점,서울특별시 강동구 양재대로 113길 22(길동),37.53823149999999,127.138742
179,강동구,강동상일여고점,서울 강동구 상일동 상일로7길 6 (상일동 1층),37.5499949,127.1724122
180,강동구,강동성내로점,서울특별시 강동구 성내로14길 42(성내동),37.5261668,127.1260365
181,강동구,강동성내점,서울특별시 강동구 천호옛길 14(성내동),37.530681,127.121414
182,강동구,강동성심점,서울특별시 강동구 성안로 143 천호동,37.5360387,127.1343532
183,강동구,강동오륜점,"서울특별시 강동구 양재대로81길 30,1층 (성내동)",37.5231754,127.132659
184,강동구,강동자이점,서울 강동구 길동 명일로18길 30 1층,37.5379368,127.1479255
185,강동구,강동파밀리에점,서울특별시 강동구 천호동 447-17 강동역 신동아파밀리에테라자 B106호,37.53588999999999,127.132407
186,강동구,강동팰리스점,"서울특별시 강동구 천호대로 1077 제상가동 1층 103동 103호,104호(래미안강동팰리스)",37.538274,127.14567
187,강동구,강일3단지점,서울특별시 강동구 아리수로 93가길 40(강일동),37.5775179,127.1718393
188,강동구,강일리엔파크점,서울특별시 강동구 상일동 상일로74 고덕리앤파크3단지상가 101호,37.5523456,127.175784
189,강동구,강일아리수점,서울특별시 강동구 아리수로 419 리슈빌 오피스텔 105호(강일동),37.5645656,127.1734286
190,강동구,강일제일점,서울특별시 강동구 아리수로93가길 25 강일리버파크 제상가동 제1층 제102호,37.5677604,127.171895
191,강동구,고덕광문점,서울특별시 강동구 고덕동 동남로81길 10,37.5606516,127.1561175
192,강동구,고덕리앤파크점,서울특별시 강동구 상일로 137 1층(고덕동),37.559183,127.1707565
193,강동구,고덕역점,서울특별시 강동구 명일동 46-1 명성프라자 110호,37.5546089,127.1540692
194,강동구,길동4호점,서울특별시 강동구 명일로 210 (길동),37.537263,127.1460832
195,강동구,길동6호점,서울특별시 강동구 천호대로 1123 (길동),37.5350019,127.1364879
196,강동구,길동도고점,서울특별시 강동구 진황도로 105(길동),37.5355111,127.1381136
197,강동구,길동무궁화점,서울특별시 강동구 천중로53길 13,37.5413732,127.1451627
198,강동구,길동복조리점,서울특별시 강동구 양재대로116길 46 1층(길동),37.5380323,127.1428258
199,강동구,길동본점,서울특별시 강동구 양재대로 122가길 46(길동),37.5439783,127.1431945
200,강동구,길동스위트점,서울특별시 강동구 양재대로111길 15 1층 113호,37.5367643,127.1385858
201,강동구,길동와이시티점,"서울특별시 강동구 천호대로175길 42 근린생활시설 104호(길동, 강동와이시티)",37.5353438,127.137414
202,강동구,길동우성점,서울특별시 강동구 길동 천호대로193길 401층 101호,37.5363093,127.1447734
203,강동구,길동으뜸점,"서울특별시 강동구 천중로 49길 26 (길동, 재정빌라)",37.5420442,127.1431272
204,강동구,길동제일점,서울시 강동구 천호대로 1203 1층3호,37.5353842,127.1447004
205,강동구,길동타임점,"서울특별시 강동구 양재대로115길 60, 1층(길동)",37.5395636,127.1370644
